Record ID,Title,Subject,Institution,Journal,Publisher,Country,Author,URLS,ArticleType,RetractionDate,RetractionDOI,RetractionPubMedID,OriginalPaperDate,OriginalPaperDOI,OriginalPaperPubMedID,RetractionNature,Reason,Paywalled,Notes,NotesAdmin,
21739,Analysis of Near-Field Shielding Effectiveness for the SiP Module,(PHY) Engineering - Electrical;,"College of Information Science and Electronic Engineering, Zhejiang University, Hangzhou, China; Huawei Technologies Co., Ltd., Shenzhen, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China,Liang Gao;Xing Chang Wei;Yin Tao Huang;Bin Li;Yu Fei Shu,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2712719,0,42902,10.1109/TEMC.2017.2712719,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/7951019 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21741,Efficient Analytical Prediction of the EMI Bandgap Limits of PEC-PMC Metallic Enclosures Hosting RF and Digital Circuits,(PHY) Engineering - Electrical;,"Department of Electrical and Electronics Engineering, Sakarya University, Sakarya, Turkey; UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;Turkey,Hilmi M Nisanci;Francesco de Paulis;Antonio Orlandi,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2016.2621163,0,42677,10.1109/TEMC.2016.2621163,0,Retraction,+Fake Peer Review;,0,0,"https://ieeexplore.ieee.org/document/7733109 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21740,Electromagnetic Time Reversal Approach to Locate Multiple Soft,(PHY) Engineering - Electrical;,"UAq? EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Antonio Orlandi,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2778001,0,43077,10.1109/TEMC.2017.2778001,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8170250 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21720,Eliminating RSARP Reporting Errors in the RTS Method for MIMO OTA Test,(PHY) Engineering - Electrical;,"Hunan University, Changsha, China; DBJ Technologies, Zhuhai, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China,Penghui Shen;Yihong Qi;Wei Yu;Fuhai Li,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2708131,0,42893,10.1109/TEMC.2017.2708131,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/7942131 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21743,EMI Shielding Effectiveness of Polyacrylonitrile Fabric With Polyaniline Deposition by Reactive Ink-Jet Printing and Model Approach,(PHY) Engineering - Electrical;,"Automatic Control Institute, Lodz University of Technology, Lodz, Poland; Institute of Textile Architecture, Lodz University of Technology, Lodz, Poland; Department of Molecular Physics, Lodz University of Technology, Lodz, Poland; Military Institute of Armament Technology, Zielonka, Poland;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Poland,Tomasz Rybicki;Zbigniew Stempien;Edward Rybicki;Lech Szugajew,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2016.2548660,0,42488,10.1109/TEMC.2016.2548660,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/7462211 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21727,Experimental Detection of Soft Faults on Cables Using Chaos Time-Domain Reflectometry,(PHY) Engineering - Electrical;,"EMC and Diffraction Research Team, RF Systems Group, Xlim Laboratory, CNRS, Limoges, France;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,France,Vipin Velayudhan;Ihssane Bzikha;Alain Reineix,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2018.2848585,0,43326,10.1109/TEMC.2018.2848585,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8436023 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21737,Extension of the Unmatched-Media Time Reversal Method to Locate Longitudinal Soft Defects in Transmission Lines,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Carlo Olivieri;Antonio Orlandi;Enza Pellegrino,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2787734,0,43136,10.1109/TEMC.2017.2787734,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8281538 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21718,Free-Space Antenna Factor Computation Using Time-Domain Gating and Deconvolution Filter for Site Validation of Fully Anechoic Rooms,(PHY) Engineering - Electrical;,"ETS-Lindgren, Inc., Cedar Park, TX, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,United States,Anoop Adhyapak;Zhong Chen;Kazuo Shimada,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2018.2792310,0,43132,10.1109/TEMC.2018.2792310,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8278256 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21731,Identifying Interference From Multiple Noise Sources by Magnetic Near Fields Only,(PHY) Engineering - Electrical;,"EMC Laboratory, Missouri University of Science and Technology, Rolla, CA, USA; Department of Electrical Engineering, Missouri University of Science and Technology, Rolla, CA, USA; Missouri University of Science and Technology, Rolla, CA, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,United States,Jingnan Pan;Xu Gao;Jun Fan,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2018.2871043,0,43746,10.1109/TEMC.2018.2871043,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8485366 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21719,Impact of Terminal Conditions on the Unmatched-Media Time Reversal Method to Locate Faults and Defects in Transmission Lines,(PHY) Engineering - Electrical;,"UAq Electromagnetic Compatibility Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Antonio Orlandi;Carlo Olivieri,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2780518,0,43089,10.1109/TEMC.2017.2780518,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8231222 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21722,Inverse Matrix Auto-Search Technique for the RTS MIMO OTA Testâ€”Part II: Validations,(PHY) Engineering - Electrical;,"Hunan University, Changsha, China; General Test Systems Inc., Shenzhen, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China,Penghui Shen;Yihong Qi;Wei Yu;Fuhai Li,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2018.2808497,0,43227,10.1109/TEMC.2018.2808497,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8355725 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21729,Model for Fields Coupling With Two Connected Transmission Lines With Different Reference Planes,(PHY) Engineering - Electrical;,"Northwest Institute of Nuclear Technology, Xi'an, China; Department of Engineering Physics, Tsinghua University, Beijing, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China,Haiyan Xie;Yong Li;Keliang Yuan;Jianguo Wang,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2739130,0,42976,10.1109/TEMC.2017.2739130,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8017513 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21755,Most Valuable Player Algorithm for Circular Antenna Arrays Optimization to Maximum Sidelobe Levels Reduction,(PHY) Engineering - Electrical;,"University of Freres Mentouri Constantine Algeria; UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Algeria;Italy,Houssem Rafik El-Hana Bouchekara;Antonio Orlandi;Malik Al-Qdah;Francesco de Paulis,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2018.2800774,0,43154,10.1109/TEMC.2018.2800774,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8301590 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21732,Objective Total Isotropic Sensitivity Measurement,(PHY) Engineering - Electrical;,"General Test Systems, with the Hunan University, Shenzhen, Changsha, China; General Test Systems, Shenzhen, China; UAq Electromagnetic Compatibility Laboratory, University of L'Aquila, L'Aquila, Italy; Missouri University of Science and Technology, Rolla, MO, USA; Google, Mountain View, CA, USA;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy;United States,Yihong Qi;Jiyu Wu;Zheng Zhang;Lie Liu;Wei Yu;Antonio Orlandi;Jun Fan;Zhiping Yang,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2707641,0,42891,10.1109/TEMC.2017.2707641,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/7938736 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21733,Partial Inductance of Conductor Segments With Coulomb Gauge in Quasi-Static Field,(PHY) Engineering - Electrical;,"State Key Laboratory of Alternate Electrical Power System With Renewable Energy Sources, North China Electric Power University, Beijing, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Armenia;China,Chouwei Ni;Zhibin Zhao;Xiang Cui,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2650950,0,42814,10.1109/TEMC.2017.2650950,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/7882630 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21726,Quantification of the Fault Impedance and Its Location by a Time Reversal Approach,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Antonio Orlandi;Enza Pellegrino,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2017.2778052,0,43075,10.1109/TEMC.2017.2778052,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/8170278 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21721,The Research and Application of a Novel Time Domain Hybrid Method for EMI Analysis of Lumped Circuits in a Shielded Device,(PHY) Engineering - Electrical;,"Institute of Electromagnetics, Southwest Jiaotong University, Chengdu, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China,Zhihong Ye;Cheng Liao;Xiangzheng Xiong;Min Zhang,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2016.2551982,0,42488,10.1109/TEMC.2016.2551982,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/7462191 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
21717,Unified Antenna Temperature,(PHY) Engineering - Electrical;,"DBJ Technologies, Zhuhai, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China,Yihong Qi;Wei Yu,http://retractionwatch.com/2019/12/04/publisher-retracts-nearly-50-papers-at-once/,Research Article;,43802,10.1109/TEMC.2016.2569139,0,42527,10.1109/TEMC.2016.2569139,0,Retraction,+Fake Peer Review;,No,0,"https://ieeexplore.ieee.org/document/7485875 Notes: Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19523,Applicability of Cylindrical Near-Field to Far-Field Transformation to OTA and EMC Measurements of 5G Equipment and Devices,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, University of L'Aquila, L'Aquila, Italy; General Test Solutions, Shenzhen, China;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy,Francesco de Paulis;Antonio Orlandi;Jiyu Wu;Yihong Qi;Carlo Olivieri,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2765672,0,43048,10.1109/TEMC.2017.2765672,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8098619 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19517,Carbon-Reinforced Flexible Band-Stop Frequency Selective Surface Design,(PHY) Engineering - Electrical;,"Department of Electrical and Electronics Engineering, Sakarya University, Sakarya 54050, Turkey; Department of Electrical and Electronics Engineering, Alanya Alaaddin Keykubat University, Antalya 07450, Turkey; UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila 67100, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy;Turkey,Muhammet Hilmi Nisanci;Ahmet Yahya Tesneli;Nigar Berna Tesneli;Beklas Colak;Francesco de Paulis;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2018.2819203,0,43200,10.1109/TEMC.2018.2819203,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8334648 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19537,Defects Identification in a TSV Daisy-Chain Structure by a Machine Learning Approach,(PHY) Engineering - Electrical;,"UAq EMC Laboratory, Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,Italy,Stefano Piersanti;Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2787769,0,43110,10.1109/TEMC.2017.2787769,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8253510 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19532,Differential Evolutionary Multiple-Objective Sequential Optimization of a Power Delivery Network,(PHY) Engineering - Electrical;,"Department of Industrial and Information Engineering and Economics, University of L'Aquila, L'Aquila, Italy;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,China;Italy;United States,Antonio Orlandi,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2760379,0,43025,10.1109/TEMC.2017.2760379,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8070397 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
19514,Differential Lines Paired with Serpentine as Potential EMI Aggressors in Mobile Electronic Devices,(PHY) Engineering - Electrical;,"Samsung Electronics, Mobile Division, Suwon-Si, Gyeonggi-do, South Korea;",IEEE Transactions on Electromagnetic Compatibility,IEEE: Institute of Electrical and Electronics Engineers,South Korea,Antonio Ciccomancini Scogna;Nitin Srivastava;Hwanwoo Shim,http://retractionwatch.com/2018/11/20/tech-society-retracts-29-articles-ousts-three-editors-for-systematic-violation-of-peer-review-policies/,Research Article;,43424,10.1109/TEMC.2017.2764526,0,43056,10.1109/TEMC.2017.2764526,0,Retraction,+Breach of Policy by Author;+Fake Peer Review;+Investigation by Journal/Publisher;+Publishing Ban;,No,see also: https://www.ieee.org/about/news/2018/retractions-from-ieee-transactions-on-electromagnetic-compatibility.html;,"https://ieeexplore.ieee.org/document/8114328 Notice of Retraction: After careful consideration, this article has been retracted due to irregularities in the peer review process.",0
